-1.0	-1.0	-1.35657012712
-1.0	-0.75	-1.05025402247
-1.0	-0.5	-0.879412243512
-1.0	-0.25	-0.426669941762
-1.0	0.0	-0.479600276824
-1.0	0.25	-0.684250795546
-1.0	0.5	-0.747577303772
-1.0	0.75	-1.13015695672
-1.0	1.0	-1.65550814157
-0.75	-1.0	-1.45407754801
-0.75	-0.75	-0.804415716713
-0.75	-0.5	-0.630570227498
-0.75	-0.25	-0.443309500877
-0.75	0.0	-0.227678008808
-0.75	0.25	-0.3333871745
-0.75	0.5	-0.377944211084
-0.75	0.75	-0.748936933881
-0.75	1.0	-1.21480882841
-0.5	-1.0	-1.09904369043
-0.5	-0.75	-0.59111551463
-0.5	-0.5	-0.183818695563
-0.5	-0.25	-0.140309108725
-0.5	0.0	-0.0321049838108
-0.5	0.25	-0.00602370714727
-0.5	0.5	-0.297975706041
-0.5	0.75	-0.518203086194
-0.5	1.0	-0.885226757277
-0.25	-1.0	-0.805182933188
-0.25	-0.75	-0.297748636381
-0.25	-0.5	0.0108726884638
-0.25	-0.25	0.302485654072
-0.25	0.0	0.287407482896
-0.25	0.25	0.268157330551
-0.25	0.5	-0.00716475995102
-0.25	0.75	-0.319483406667
-0.25	1.0	-0.764098602101
0.0	-1.0	-0.648232060776
0.0	-0.75	0.12849898975
0.0	-0.5	0.113253921487
0.0	-0.25	0.532797173061
0.0	0.0	0.403504625505
0.0	0.25	0.413142497907
0.0	0.5	0.32757721043
0.0	0.75	-0.217288031725
0.0	1.0	-0.610399299873
0.25	-1.0	-0.294989749489
0.25	-0.75	0.348307093121
0.25	-0.5	0.627292635951
0.25	-0.25	0.780632997911
0.25	0.0	0.717699634305
0.25	0.25	0.80404993392
0.25	0.5	0.427097079806
0.25	0.75	0.15044163445
0.25	1.0	-0.38763681412
0.5	-1.0	-0.0643399317792
0.5	-0.75	0.529035471271
0.5	-0.5	0.688311329561
0.5	-0.25	0.914218523034
0.5	0.0	0.995224705316
0.5	0.25	0.913923367599
0.5	0.5	0.751183803964
0.5	0.75	0.456743651168
0.5	1.0	-0.0238241753775
0.75	-1.0	0.258720917921
0.75	-0.75	0.646068095141
0.75	-0.5	1.09583082068
0.75	-0.25	1.22891000514
0.75	0.0	1.2722034224
0.75	0.25	1.13033011327
0.75	0.5	1.01690479799
0.75	0.75	0.566287943009
0.75	1.0	0.148761805721
1.0	-1.0	0.526152757257
1.0	-0.75	0.967305001712
1.0	-0.5	1.26638888403
1.0	-0.25	1.42523426505
1.0	0.0	1.57246411112
1.0	0.25	1.43646585332
1.0	0.5	1.34349254995
1.0	0.75	0.880382739433
1.0	1.0	0.417011062147
